0.000	4.971	2.485
0.050	4.960	2.501
0.100	4.960	2.512
0.150	4.955	2.512
0.200	4.945	2.512
0.250	4.939	2.517
0.300	4.939	2.517
0.350	4.939	2.517
0.400	4.939	2.522
0.450	4.934	2.533
0.500	4.913	2.543
0.550	4.923	2.543
0.600	4.918	2.549
0.650	4.908	2.554
0.700	4.902	2.570
0.750	4.892	2.585
0.800	4.897	2.570
0.850	4.892	2.580
0.900	4.876	2.575
0.950	4.887	2.570
1.000	4.876	2.591
1.050	4.876	2.585
1.100	4.871	2.601
1.150	4.866	2.591
1.200	4.860	2.596
1.250	4.860	2.601
1.300	4.855	2.607
1.350	4.844	2.617
1.400	4.839	2.617
1.450	4.844	2.617
1.500	4.839	2.617
1.550	4.834	2.617
1.600	4.823	2.628
1.650	4.818	2.628
1.700	4.829	2.638
1.750	4.813	2.649
1.800	4.808	2.643
1.850	4.808	2.654
1.900	4.802	2.649
1.950	4.802	2.659
2.000	4.797	2.659
2.050	4.787	2.670
2.100	4.792	2.670
2.150	4.771	2.675
2.200	4.781	2.670
2.250	4.771	2.675
2.300	4.771	2.675
2.350	4.776	2.680
2.400	4.765	2.680
2.450	4.760	2.686
2.500	4.760	2.696
2.550	4.750	2.701
2.600	4.755	2.701
2.650	4.744	2.707
2.700	4.739	2.717
2.750	4.744	2.717
2.800	4.739	2.717
2.850	4.729	2.717
2.900	4.734	2.722
2.950	4.729	2.722
3.000	4.718	2.722
3.049	4.723	2.728
3.099	4.713	2.738
3.149	4.713	2.738
3.199	4.713	2.743
3.249	4.708	2.749
3.299	4.702	2.759
3.349	4.702	2.770
3.399	4.697	2.765
3.449	4.692	2.759
3.499	4.686	2.759
3.549	4.676	2.770
3.599	4.681	2.770
3.649	4.676	2.770
3.699	4.671	2.786
3.749	4.671	2.780
3.799	4.660	2.780
3.849	4.660	2.780
3.899	4.665	2.786
3.949	4.660	2.791
3.999	4.655	2.786
4.049	4.650	2.801
4.099	4.644	2.807
4.149	4.639	2.812
4.199	4.634	2.801
4.249	4.634	2.812
4.299	4.629	2.812
4.349	4.629	2.817
4.399	4.618	2.817
4.449	4.618	2.822
4.499	4.623	2.822
4.549	4.618	2.828
4.599	4.618	2.838
4.649	4.613	2.828
4.699	4.602	2.843
4.749	4.602	2.849
4.799	4.602	2.849
4.849	4.586	2.854
4.899	4.586	2.859
4.949	4.586	2.859
4.999	4.592	2.854
5.049	4.586	2.854
5.099	4.576	2.865
5.149	4.576	2.859
5.199	4.571	2.865
5.249	4.565	2.875
5.299	4.565	2.865
5.349	4.565	2.865
5.399	4.571	2.870
5.449	4.555	2.880
5.499	4.565	2.880
5.549	4.555	2.886
5.599	4.550	2.880
5.649	4.550	2.886
5.699	4.550	2.891
5.749	4.539	2.891
5.799	4.544	2.896
5.849	4.539	2.901
5.899	4.544	2.896
5.949	4.539	2.901
5.999	4.523	2.907
6.049	4.539	2.917
6.099	4.523	2.917
6.149	4.534	2.928
6.199	4.518	2.922
6.249	4.513	2.938
6.299	4.518	2.938
6.349	4.507	2.933
6.399	4.513	2.928
6.449	4.502	2.938
6.499	4.497	2.944
6.549	4.497	2.949
6.599	4.492	2.959
6.649	4.497	2.938
6.699	4.492	2.954
6.749	4.486	2.959
6.799	4.486	2.959
6.849	4.465	2.959
6.899	4.486	2.959
6.949	4.476	2.970
6.999	4.471	2.970
7.049	4.465	2.975
7.099	4.471	2.975
7.149	4.471	2.965
7.199	4.465	2.980
