0.000	5.029	2.528
0.050	5.024	2.522
0.100	5.018	2.528
0.150	5.018	2.533
0.200	5.029	2.533
0.250	5.024	2.528
0.300	5.024	2.528
0.350	5.024	2.522
0.400	5.024	2.533
0.450	5.018	2.533
0.500	5.024	2.528
0.550	5.018	2.528
0.600	5.029	2.522
0.650	5.024	2.522
0.700	5.013	2.528
0.750	5.018	2.533
0.800	5.018	2.528
0.850	5.018	2.533
0.900	5.018	2.538
0.950	5.013	2.543
1.000	5.018	2.533
1.050	5.018	2.533
1.100	5.029	2.538
1.150	5.018	2.533
1.200	5.018	2.528
1.249	5.018	2.528
1.299	5.024	2.528
1.349	5.013	2.533
1.399	5.018	2.538
1.449	5.024	2.528
1.499	5.013	2.533
1.549	5.013	2.533
1.599	5.024	2.533
1.649	5.018	2.543
1.699	5.024	2.522
1.749	5.008	2.538
1.799	5.018	2.538
1.849	5.018	2.533
1.899	5.018	2.528
1.949	5.013	2.522
1.999	5.013	2.533
2.049	5.018	2.533
2.099	5.018	2.533
2.149	5.008	2.528
2.199	5.008	2.533
2.249	5.018	2.538
2.299	5.013	2.543
2.349	5.008	2.538
2.399	5.008	2.549
2.449	5.008	2.543
2.499	5.008	2.543
2.549	5.002	2.543
2.599	5.013	2.549
2.649	5.013	2.538
2.699	5.018	2.543
2.749	5.002	2.549
2.799	5.008	2.549
2.849	5.008	2.538
2.899	5.008	2.543
2.949	5.002	2.543
2.999	5.013	2.538
3.049	5.013	2.543
3.099	5.002	2.538
3.149	5.002	2.538
3.199	5.008	2.538
3.249	5.002	2.538
3.299	5.002	2.538
3.349	4.997	2.549
3.399	5.008	2.543
3.449	5.008	2.549
3.499	5.002	2.549
3.549	5.002	2.543
3.599	5.008	2.549
3.649	5.002	2.549
3.699	5.002	2.549
3.749	5.013	2.543
3.799	5.002	2.549
3.849	5.002	2.549
3.899	5.008	2.543
3.949	5.008	2.543
3.999	4.997	2.543
4.049	5.013	2.549
4.099	5.008	2.543
4.149	5.002	2.549
4.199	5.008	2.549
4.249	5.008	2.533
4.299	5.002	2.543
4.349	4.997	2.549
4.399	5.002	2.543
4.449	5.002	2.543
4.499	4.997	2.549
4.549	5.002	2.554
4.599	4.997	2.559
4.649	4.992	2.554
4.699	4.997	2.549
4.749	4.997	2.543
4.799	4.992	2.559
4.849	5.002	2.549
4.899	4.997	2.549
4.949	4.997	2.549
4.999	4.997	2.543
5.049	4.992	2.549
5.099	4.992	2.549
5.149	5.002	2.543
5.199	5.002	2.549
5.249	4.997	2.554
5.299	4.997	2.549
5.349	4.987	2.559
5.399	4.992	2.559
5.449	4.987	2.549
5.499	4.992	2.554
5.549	4.992	2.559
5.599	5.002	2.559
5.649	4.997	2.549
5.699	4.992	2.559
5.749	4.992	2.559
5.799	4.992	2.559
5.849	4.997	2.559
5.899	4.997	2.554
5.949	4.992	2.559
5.999	4.987	2.564
6.049	4.987	2.564
6.099	4.987	2.564
6.149	4.992	2.559
6.199	4.992	2.549
6.249	4.992	2.554
6.299	4.997	2.549
6.349	4.976	2.554
6.399	4.987	2.554
6.449	4.997	2.554
6.499	4.992	2.549
6.549	4.992	2.554
6.599	4.981	2.564
6.649	4.992	2.559
6.699	4.987	2.564
6.749	4.992	2.564
6.799	4.987	2.564
6.849	4.997	2.554
6.899	4.992	2.559
6.949	4.992	2.559
6.999	4.981	2.564
7.049	4.976	2.570
7.099	4.987	2.570
7.149	4.992	2.564
7.199	4.981	2.559
7.249	4.981	2.570
7.299	4.981	2.570
7.349	4.981	2.559
7.399	4.987	2.559
7.449	4.981	2.559
7.499	4.992	2.554
7.549	4.981	2.559
7.599	4.987	2.554
7.649	4.987	2.564
7.699	4.981	2.554
7.749	4.981	2.564
7.799	4.987	2.570
7.849	4.987	2.564
7.899	4.981	2.570
7.949	4.981	2.570
7.999	4.987	2.564
8.049	4.981	2.570
8.099	4.976	2.559
8.149	4.987	2.564
8.199	4.981	2.559
8.249	4.976	2.575
8.299	4.997	2.570
8.349	4.987	2.570
8.399	4.976	2.575
8.449	4.976	2.575
8.499	4.981	2.575
8.549	4.981	2.564
8.599	4.976	2.564
8.649	4.981	2.564
8.699	4.971	2.570
8.750	4.971	2.564
8.800	4.981	2.559
8.850	4.971	2.575
8.900	4.971	2.564
8.950	4.976	2.575
9.000	4.981	2.575
9.050	4.976	2.575
9.100	4.981	2.570
9.150	4.981	2.575
9.200	4.971	2.580
9.250	4.981	2.575
9.300	4.971	2.570
9.350	4.976	2.575
9.400	4.971	2.575
9.450	4.971	2.575
9.500	4.971	2.570
9.550	4.971	2.575
9.600	4.976	2.570
9.650	4.971	2.575
9.700	4.966	2.575
9.750	4.976	2.564
9.800	4.981	2.570
9.850	4.960	2.570
9.900	4.966	2.575
9.950	4.971	2.575
10.000	4.976	2.570
10.050	4.976	2.570
10.100	4.981	2.564
10.150	4.971	2.575
10.200	4.971	2.580
10.250	4.971	2.564
10.300	4.971	2.580
10.350	4.966	2.585
10.400	4.976	2.585
10.450	4.960	2.580
10.500	4.966	2.580
10.550	4.981	2.580
10.600	4.960	2.575
10.650	4.976	2.570
10.700	4.976	2.570
10.750	4.971	2.575
10.800	4.971	2.585
10.850	4.971	2.570
10.900	4.966	2.575
10.950	4.960	2.575
11.000	4.960	2.585
11.050	4.971	2.580
11.100	4.966	2.575
11.150	4.960	2.580
11.200	4.971	2.575
11.250	4.976	2.575
11.300	4.966	2.575
11.350	4.971	2.575
11.400	4.966	2.580
11.450	4.960	2.580
11.500	4.966	2.585
11.550	4.966	2.585
11.600	4.966	2.585
11.650	4.960	2.585
11.700	4.966	2.591
11.750	4.960	2.580
11.800	4.960	2.591
11.850	4.960	2.591
11.900	4.960	2.585
11.950	4.971	2.575
12.000	4.955	2.580
12.050	4.960	2.575
12.100	4.955	2.585
12.150	4.966	2.585
12.200	4.966	2.580
12.250	4.966	2.580
12.300	4.960	2.585
12.350	4.955	2.591
12.400	4.955	2.585
12.450	4.950	2.580
12.500	4.960	2.580
12.550	4.960	2.580
12.600	4.960	2.585
12.650	4.955	2.591
12.700	4.960	2.591
12.750	4.966	2.591
12.800	4.955	2.591
12.850	4.955	2.585
12.900	4.960	2.596
12.950	4.966	2.591
13.000	4.960	2.596
13.050	4.955	2.591
13.100	4.966	2.585
13.150	4.945	2.591
13.200	4.966	2.580
13.250	4.960	2.591
13.300	4.955	2.591
13.350	4.950	2.585
13.400	4.960	2.585
13.450	4.955	2.585
13.500	4.960	2.591
13.550	4.966	2.591
13.600	4.950	2.596
13.650	4.955	2.596
13.700	4.960	2.596
13.750	4.955	2.585
13.800	4.955	2.591
13.850	4.950	2.585
13.900	4.960	2.591
13.950	4.950	2.596
14.000	4.950	2.596
14.050	4.960	2.591
14.100	4.939	2.601
14.150	4.950	2.601
14.200	4.950	2.601
14.250	4.945	2.601
14.300	4.950	2.601
14.350	4.950	2.591
14.400	4.939	2.596
14.450	4.950	2.596
14.500	4.950	2.591
14.550	4.950	2.580
14.600	4.950	2.585
14.650	4.955	2.596
14.700	4.950	2.596
14.750	4.950	2.591
14.800	4.955	2.596
14.850	4.950	2.601
14.900	4.950	2.596
14.950	4.950	2.596
15.000	4.945	2.601
15.050	4.955	2.601
15.100	4.945	2.601
15.150	4.945	2.607
15.200	4.950	2.596
15.250	4.939	2.601
15.300	4.939	2.601
15.350	4.950	2.607
15.400	4.945	2.607
15.450	4.950	2.601
15.500	4.950	2.612
15.550	4.934	2.607
15.600	4.950	2.601
15.650	4.939	2.596
15.700	4.939	2.607
15.750	4.945	2.596
15.800	4.939	2.601
15.850	4.939	2.601
15.900	4.950	2.596
15.950	4.945	2.601
16.000	4.950	2.607
16.050	4.955	2.601
16.100	4.939	2.612
16.150	4.939	2.607
16.200	4.945	2.612
16.250	4.945	2.607
16.300	4.945	2.612
16.350	4.950	2.607
16.400	4.945	2.601
16.450	4.945	2.607
16.500	4.939	2.607
16.550	4.939	2.607
16.600	4.945	2.607
16.650	4.934	2.612
16.700	4.945	2.607
16.750	4.934	2.612
16.800	4.945	2.607
16.850	4.939	2.612
16.900	4.945	2.617
16.950	4.934	2.612
17.000	4.945	2.607
17.050	4.929	2.601
17.100	4.934	2.596
17.150	4.945	2.601
17.200	4.939	2.601
17.250	4.934	2.607
17.300	4.945	2.601
17.350	4.939	2.607
17.400	4.939	2.612
17.450	4.934	2.612
17.500	4.934	2.612
17.550	4.929	2.617
17.600	4.934	2.612
17.650	4.934	2.622
17.700	4.934	2.617
17.750	4.934	2.617
17.800	4.929	2.612
17.850	4.934	2.607
17.900	4.939	2.607
17.950	4.934	2.617
18.000	4.934	2.612
18.050	4.934	2.612
18.100	4.945	2.612
18.150	4.929	2.612
18.200	4.934	2.607
18.250	4.945	2.601
18.300	4.934	2.607
18.350	4.929	2.622
18.400	4.929	2.612
18.450	4.929	2.622
18.500	4.934	2.612
18.550	4.929	2.617
18.600	4.939	2.622
18.650	4.939	2.617
